full_name,author_id
Ian Lesser,1157
Michael McFaul,1158
Oxford University Press,1159
Alper Yalcinkaya,1160
Patrick Azadian,1161
Moshe Gammer,1162
endrik Van den Berg,1163
Thomas Goltz,1164
Alexander Hinton,1165
Nevval Sevindi,1166
Bruno Cabanes,1167
Gordon Hahn,1168
Agnes Nilufer Kefeli,1169
Jamil Hasanli,1170
Osman Aziz Basan,1171
James Barrie,1172
Մ․Ղազարյան,1173
Sirak Sarhadian,1174
Nikolai Alexandrovich Berdyaev,1175
Dan Milstein,1176
Plato,1177
Darren Hardy,1178
Liu Cixin,1179
Hubert Seipel,1180
Mary Shelley,1181
Appian,1182
Avetik Isahakyan,1183
Albert Camus,1184
William Saroyan,1185
Victor Balayan,1186
Լևոն Խեչոյան,1187
Dan Bilzerian,1188
Vladimir Sollogub,1189
Hovhannes Hakhnazarian,1190
Haykuni,1191
Susanna Tioyan,1192
Alexey Papovyan,1193
Avetis Ziljyan,1194
Thomas Pynchon,1195
Manushak Grigoryan,1196
Aram Abrahamyan,1197
Norayr Adalyan,1198
Margery Williams,1199
Sokrat Mkrtchyan,1200
Բրայան Օ' Մելլի,1201
Markus Zusak,1202
Vahe Vayan,1203
Andris Kalnozols,1204
Bedros Tomassian,1205
Petros Movses Tovmasyan,1206
Yuri Sargsyan,1207
Leonid Andreev,1208
Dmitry Bakin,1209
Tigran Yekavian,1210
Nelli Zakarian,1211
Gegham Ohanyan,1212
Giorgio Agamben,1213
Arusyak Gevorgyan,1214
Movses Demirchyan,1215
Sarah Sahinkanat,1216
Jan Tughrul,1217
Duncan Clark,1218
Almast Zakaryan,1219
Emil Asdurian,1220
Vardan Fereshetyan,1221
John R. R. Tolkien,1222
Daniil Kharms,1223
Ben Sanders,1224
Liana Enli,1225
Lilit Karapetyan,1226
John Coetzee,1227
Richard Branson,1228
Richard Taylor,1229
Alfred Jarry,1230
Shota Rustavelli,1231
Yasunari Kawabata,1232
Alexander Shirvanzade,1233
Tennessee Williams,1234
Matthew Syed,1235
Ray Bradbury,1236
Bessel Kolk,1237
Jo Nesbo,1238
Grant Snyder,1239
Mortimer Adler,1240
Kamal Ravikant,1241
Jen Cinsero,1242
Julia Enders,1243
Sadhguru,1244
Sue Johnson,1245
Dal Steken,1246
Vahan Zanoyan,1247
Dmitry Trenin,1248
Avetis Grigoryan,1249
Tom King,1250
Diaz Canales,1251
James O'Barr,1252
Tsugumi Oba,1253
James Harriot,1254
James George Fraser,1255
Francoise Sagan,1256
Walt Whitman,1257
Tom Hanks,1258
Arthur Schopenhauer,1259
Karin Gibel,1260
Yusia Adler-Olsen,1261
Jun Mochizuki,1262
Erin Longhurst,1263
Martin Latham,1264
Vladimir Odoevsky,1265
Yann Martel,1266
Lyman Frank Baum,1267
Vardges Petrosyan,1268
Nelli Novem,1269
Abel Mikaelyan,1270
Seda Vardanyan,1271
Robin Sloan,1272
John Tschohl,1273
Sonia Shah,1274
Petrushevskaya Lyudmila,1275
Berkun Scott,1276
Andrzej Sapkowski,1277
Vehanoush Tekeyan,1278
Nagib Mahfouz,1279
Thomas Bernhard,1280
Lily Mkrtchyan,1281
David Wallace-Wells,1282
Zac Greenberg,1283
James Lindsey,1284
Quentin Tarantino,1285
Andre Asimand,1286
Pauline Aronson,1287
Julia Cameron,1288
Sarah Tomley,1289
Steven Pinker,1290
Tim Raybourne,1291
Brett Steenbarger,1292
Khakamada Irina,1293
Masaru Ibuka,1294
Rebecca Derlaine,1295
Gavin Kennedy,1296
Joshua Foer,1297
Melissa Medina,1298
Kollektiv avtorov,1299
Moore Gareth,1300
Grazer Bryan,1301
Daniel Yergin,1302
Strip Peg,1303
Ethan Rasiel,1304
Maxim Markov,1305
Chet Holmes,1306
Ilyakhov Maxim,1307
Carol Schroeder,1308
Jaren Hope,1309
Mauni Feddag,1310
Robert Greene,1311
Dan Kennedy,1312
Brene Brown,1313
Zygar Mikhail,1314
Stephen R. Covey,1315
Goldberg Sally,1316
Michio Kaku,1317
Dori Jones Yeng;Howard Schultz,1318
Ryabko Violetta,1319
Christopher Laverty,1320
Paul Bragg,1321
Tamara Schmidt,1322
Sergey Danielyan,1323
Krzysztof Kieslowski,1324
Alexandra Zhukova,1325
Peter Singer,1326
Evelyn Ayer,1327
Kate Russell,1328
Ella Bertoux,1329
Robert Dilts,1330
Svetlana Sisoeva,1331
Seda Demirchyan,1332
Julieta Vardanyan,1333
Ashot Haykazun Grigoryan,1334
Սարգիս Ստեփանյան,1335
Levon Adyan,1336
Tatevik Petrosyan,1337
Kamsar Ler,1338
Nelli Najaryan,1339
Katerina Poladyan,1340
Sergei Dovlatov,1341
Ivan Nechuy-Levitsky,1342
Josephine Cochrane,1343
Gagik Khachaturyan,1344
Levon Ter-Petrosyan,1345
Ashot Sargsyan,1346
Hayk Hambartsumyan,1347
Lilit Seyranyan,1348
Ghevond Alishan,1349
Arakel Semirjyan,1350
Abraham Gasparyan,1351
Vardan Harutyunyan,1352
Ani Baghdasaryan,1353
Vagharshag Shahinian,1354
Henrik Edoyan,1355
Hovik Charkhchyan,1356
Kazimir Malevich,1357
Agnese Vanaga,1358
Nora Gayserian,1359
Patricia Bosworth,1360
Julius Caesar,1361
Patrick McGuinness,1362
Karl Ove Knausgaard,1363
Christy Watson,1364
Various,1365
John Berger,1366
Amanda Conner,1367
Sebastian Junger,1368
Olivia Laing,1369
Christopher Berry-Dee,1370
Gary John Bishop,1371
Courtney Watson McCarthy,1372
Sebastian Smee,1373
David Ogilvy,1374
Stephen Chbosky,1375
Roger Mason;Roger Mason,1376
Louise Erdrich,1377
Ian Banks,1378
Luke Miller,1379
Thomas Foster,1380
Zapel Yesayan,1381
Grimm Brothers,1382
Petrosyan Davit,1383
Yerazik Grigoryan,1384
Artashes Keshishyan,1385
Sebastian Schutze,1386
Luc Sante;Jann Wenner,1387
Peter Goessel;Gabriele Leuthauser,1388
Luigi Ficacci,1389
Bernd Growe,1390
Marcel Paquet,1391
Christoph Heinrich,1392
Doris Krystof,1393
Leonhard Emmerling,1394
Klaus Honnef,1395
Karin Grimme,1396
Barbara Hess,1397
Jean-Marie Le Minor;Henri Sick,1398
Hans-Michael Koetzle,1399
Frédéric Chaubin,1400
Francoise Marquet,1401
Bob Willoughby,1402
Rainer Zerbst,1403
Daniel Kramer,1404
Bertrand Lemoin,1405
Յակոբ Գրիմ,1406
Jens Muller;Roger Remington,1407
Sergey Gevorgyants,1408
Ruben Gevorgyants,1409
Lilit Harutyunyan,1410
Jacob Grimm;Wilhelm Grimm;Hans Christian Andersen,1411
Ruben Isaiah,1412
Harut Kbeyan,1413
Լիդա Ավանեսյան,1414
Հաֆեզ,1415
Ազատ Մաթյան,1416
Eiko Kadono,1417
Sir Steve Stevenson,1418
Sofia Prokofieva,1419
Elodie Fondacci,1420
Aram Avetisyan,1421
Jordan B. Peterson,1422
Anne Rice,1423
Marina Tsvetaeva,1424
Frederic Beigbeder,1425
Immanuel Kant,1426
Mikhail German,1427
Andrey Platonov,1428
Evgeny Torchinov,1429
Nikolay Berdyaev,1430
Nikolay Leskov,1431
Yevgeny Zamyatin,1432
Cesare Lombroso,1433
Merab Mamardashvili,1434
Ivan Goncharov,1435
Boris Pasternak,1436
Aristotle,1437
Mahatma Gandhi,1438
Shiro Masamune,1439
Rene Goscinny,1440
Herodotus,1441
Nikolay Kun,1442
Masashi Kishimoto,1443
Johan Huizinga,1444
Martin Gayford,1445
Martin Gilbert,1446
Guillermo del Toro,1447
Marina Manukyan,1448
Holly Jackson,1449
Arkady Strugatsky,1450
Richard Newton,1451
Marcus Buckingham,1452
Richard Templar,1453
Anna Sewell,1454
Ani Christy,1455
Cass Jackson,1456
Gottfried Wilhelm Leibniz,1457
Sasha Fenton,1458
Lynne Lauren,1459
Gary Goldschneider,1460
Konstantin Paustovsky,1461
Giambattista Basile,1462
Francesco Petrarca,1463
Matsuo Basho,1464
Andrй Maurois,1465
Susan Collins,1466
Marie Brennan,1467
Melissa Perry,1468
Ashken Arakelian,1469
Arman Maloyan,1470
Ararat Hakobyan,1471
Margarit Derantz,1472
Ilya Ilf,1473
Vazgen I,1474
Anna Markosyan,1475
Spartak Matosyan,1476
Lee Kuan Yew,1477
Dr. Sultan Bin Muhammad Al-Qasimi,1478
Artavazd Peleshyan,1479
Ashot Petrosyan,1480
Saint John Chrysostom,1481
Vardan Smbatyan,1482
Vahan Andreasyan,1483
Nadia Vii,1484
Ani Abikian,1485
J. Babayan,1486
Սիլվա Մանուկյան,1487
Angela Teryan,1488
Karina Danielyan,1489
Tatul Hakobyan,1490
Arthur Sarkisyan,1491
Mesrop Markosyan,1492
Luigi Pirandello,1493
Aristophanes,1494
Abdulrazak Gurna,1495
,1496
Ռուզան Միրզոյան,1497
Zaven Khachikyan,1498
Alina Robert,1499
Munro Leaf,1500
Gayane Aghabalyan,1501
Bishop Grigoris Aghvanyants,1502
Samvel Khachatryan,1503
A. Nune,1504
Edgar Mejinyan,1505
Lyudvig Deinyan,1506
Suren Baghdasaryan,1507
Titan Dev- Shant,1508
Mark Williams,1509
Diana Setterfield,1510
Arturo Pйrez-Reverte,1511
Mike Viking,1512
Yusuke Murata,1513
Ludwig Wittgenstein,1514
Vladislav Khodasevich,1515
Ken Mogi,1516
Armen Hovsepyan,1517
Anna Aslanyan,1518
Khachatryan N.,1519
Arsen Kakosyan,1520
Vahan Arakelyan,1521
Vachagan Sargsyan,1522
Սիլվա Սարդարյան,1523
Savannah Sarkissian,1524
Nune Sargsyan,1525
Gayane Grigoryan,1526
Grigor Keshishyan,1527
Narek Van Ashughatoyan,1528
Ջերոմ Ջերոմ,1529
Anna Isabekyan,1530
John P. Strelecky,1531
Aram Pachyan,1532
Eckhart Toll,1533
Anush Kocharyan,1534
Goran Vojnovic,1535
Roy Jacobsen,1536
T. S. Eliot,1537
Anne Jean Ayres,1538
P. L. Travers,1539
Christina Latham-Koenig,1540
Jesah,1541
Melanie Starren,1542
Colin Sage,1543
Ryuta Kawashima,1544
Sylvie Sanja,1545
David Matevosyan,1546
Hector Feliciano,1547
Grigor Karabakhtsi,1548
Peter Stadden,1549
Brigit Esselmont,1550
Joe Navarro,1551
Samvel Khalatyan,1552
Defne Suman,1553
Krauss Lawrence,1554
Yuri Avetisyan,1555
Ilon Musk,1556
Lika Zakaryan,1557
John Strelecky,1558
James Joyce,1559
Arusyak Simonyan,1560
Jurgen Muller,1561
Hans Werner Holzvarth,1562
Իգոր Ման,1563
Milton Friedman,1564
James Clear,1565
Geronimo Stilton,1566
Haruna Arakawa,1567
Arman Hakobyan,1568
Emilia Tadevosyan,1569
Audur Ava Olafsdottir,1570
Meri Sarikyan,1571
Joe Girard,1572
Jenny Colgan,1573
Patti Mollica,1574
Anatoliy Marienhof,1575
Arseny Tarkovsky,1576
Rory Sutherland,1577
Bill Samuel,1578
Oz Clark,1579
Christina Brown,1580
Raymond Moody,1581
Javier Sierra,1582
John Hogue,1583
Ruben Grigoryan,1584
Emile Zola,1585
Lilit Mnatsakanyan,1586
Margaret Mitchell,1587
David Hovhannes,1588
Carlos Ruiz Safon,1589
Narine Khachaturyan,1590
Gevorg Tumanyan,1591
Anahit Hayrapetyan,1592
Marianna Karapetyan,1593
Edem Awumey,1594
Hayk Hovyan,1595
Erich Kestner,1596
Kristine Sargsyan,1597
Hrachya Zardarian,1598
Hasmik Ajamyan,1599
Euripides,1600
Vahe Torosyan,1601
Leonid Yengibaryan,1602
Natalka Maletic,1603
Evan Osnos,1604
Haroutiun Berberian,1605
Anahit Manasyan,1606
Georg P. Hakobyan,1607
Hovhannes Kajaznuni,1608
Ruben Ter Minasyan,1609
Vera Sahakyan,1610
Narine Kroyan,1611
Saribek Gevorgyan,1612
Zhanna Hakobyan,1613
Maryse Conde,1614
Burhan Sonmez,1615
Juan Rulfo,1616
Yegishe,1617
Shake Mankasarian,1618
Knarik Simonyan-Menziljyan,1619
Neil Ferguson,1620
Anatoliy Hovhannisyan,1621
Koryun,1622
Grigor Beledian,1623
Richard Feynman,1624
Yuri Grigoryan,1625
Samvel Sevada,1626
Hrant Matevosyan,1627
Vahagn Davtyan,1628
Marianna Shahinyan,1629
Aram Artsruni,1630
Seyran Grigoryan,1631
Nerseh,1632
Nerses Shnorali,1633
Samuel Huntington,1634
Catherine Ingram,1635
Joanne Harris,1636
Eric Byrne,1637
Nikolay Nosov,1638
Jacopo Olivieri,1639
Carl Sewell,1640
Mario Puzo,1641
Jonathan Safran Foer,1642
Alex Hirsch,1643
Michael Lennington,1644
Oleg Tinkov,1645
Charles Bukowski,1646
Andrey Konchalovskiy,1647
Ian Haydn Smith,1648
Grigor Grigoryan,1649
Osip Mandelstam,1650
Thorstein Veblen,1651
Konstantin Stanislavsky,1652
Chun In Sun,1653
Aleksandr Genis,1654
Malcolm Mackenzie,1655
Lisa Regan,1656
Denis Listvin,1657
Serap Kalmutskaya,1658
Eduard Uspensky,1659
Niall Stokes,1660
Hilary Mantel,1661
Marcus Aurelius,1662
Lao Tzu,1663
John Rockefeller,1664
Irina Baranovskaya,1665
Elena Homich,1666
Son Hengen,1667
Lee Jiheng,1668
Robert Heilbroner,1669
Vladimir Lenin,1670
Jean Baudrillard,1671
Bertrand Russell,1672
Igor Sukhin,1673
Jirair Liparityan,1674
Artak Movsisyan,1675
Cullen Bunn,1676
Clifford Picker,1677
Dominic Loro,1678
Harv Eker,1679
Mark Manson,1680
Nairi Khachaturian,1681
Malcolm Mann,1682
Robert Penn Warren,1683
Martin Hewings,1684
Robert Menase,1685
Alexander Topchyan,1686
Isabella Abgaryan,1687
Michael Bond,1688
Elena Melikyan,1689
Mahbod Seraji,1690
Jean Olivier,1691
Grigor Badalyan,1692
Brian Azzarello,1693
Vahram Mirakyan,1694
Miguel Angel Asturias,1695
Aghavni Grigoryan,1696
Samvel Gevorgyan,1697
Heinrich Boll,1698
Irina Mkrtchyan,1699
Zhanna Paylozyan,1700
Lilit Baghdasaryan,1701
David Litchfield,1702
Armen Malkhasyan,1703
Armine Gabrielyan,1704
Sean Cowie,1705
Juris Zvirgzdins,1706
Zemfira Avetisyan,1707
Mane Martirosyan,1708
Lyudmila Arushanyan,1709
Karine Torosyan,1710
Susan Hinton,1711
Paola Volkova,1712
Daron Acemoglu,1713
Louie Stowell,1714
Stephen Hawking,1715
Chris Colfer,1716
Charles Darwin,1717
Paul Gauguin,1718
Valeria Kosyakova,1719
Jesse Schell,1720
Larry King,1721
Titova Anna,1722
Tyulin Kozikoglu,1723
Vera Polozkova,1724
Brooker Will,1725
Olga Allenova,1726
Grigory Levenfish,1727
Gohar Manukyan,1728
Cornelia Funke,1729
Arsen Ghazaryan,1730
Anna Bikova,1731
Neil Gaiman,1732
Armine Anda,1733
Artsrun Hovhannisyan,1734
Mher Israelyan,1735
Nikos Kazantzakis,1736
Ligia Ghazaryan,1737
Michael Cunningham,1738
Maria Antonyan,1739
Yiğit Bener,1740
Jan-Mari Gustav Le Clezio,1741
Michael Schulman,1742
Fiona MacCarthy,1743
Paul Cronin,1744
Samuel Beckett,1745
Frances Hodgson Burnett,1746
Paul Auster,1747
Joan Silber,1748
Florian Zeller,1749
Sylvia Plath,1750
Tom Shone,1751
Richard Brody,1752
Valery Manto,1753
Jon Lee Anderson,1754
Sebastian Barry,1755
Deepak Chopra,1756
Charles Montgomery,1757
Erich Kastner,1758
John Green,1759
Will Gompertz,1760
Philip Pullman,1761
Man Ray,1762
Sophie Mas,1763
Haruki Murakami,1764
Artur Schnitzler,1765
Michael Chabon,1766
Dale Wilson,1767
Lucy Lucas,1768
Agnese Baruzzi,1769
Michael Teitelbaum,1770
Steve Harvey,1771
Peter Drucker,1772
Gianni Rodari,1773
Գլեբ Արխանգելսկի,1774
John Milton,1775
Chris Welsh,1776
Gilbert Keith Chesterton,1777
Michael Ende,1778
Maria Sharapova,1779
John Fowles,1780
Hunter Davies,1781
Raymond Murphy,1782
Anna Freud,1783
Malala Yousafzai,1784
Golden Christie,1785
Salvador Dali,1786
Steve Appleford,1787
Thomas Harris,1788
David Buckley,1789
Reynard Matthew,1790
Steve Turner,1791
Solomon Northup,1792
Carl Sagan,1793
Anne Frank,1794
Angela Carter,1795
Isayama Hajime,1796
Sylvie Simmons,1797
Nick Mason,1798
Sean Egan,1799
Allan Pease,1800
Philip Norman,1801
Dina Buholz,1802
Vardges Surenyants,1803
Movses Khorenatsi,1804
Angela Kyurkchyan,1805
Clive Oxenden,1806
George Roddam,1807
Barack Obama,1808
Sophia Amoruso,1809
Will Brooker,1810
Brett Cobley,1811
A. J. Finn,1812
Humphrey Carpenter,1813
Penelope Fitzgerald,1814
Carlos Castaneda,1815
Cecelia Ahern,1816
Anton Gill,1817
Andre Agassi,1818
Sidney Sheldon,1819
Madeleine Albright,1820
Sue Belfrage,1821
Mark A. Norell,1822
Jason Solomons,1823
Molly Oldfield,1824
Catherine Walters,1825
Jorella Andrews,1826
Sara Pappworth,1827
Joost Keizer,1828
Annabel Howard,1829
Wendy Bird,1830
Stephen Fry,1831
Jen Green,1832
Herman Koch,1833
Sarah Bartlett,1834
Anne Suess,1835
Ann Swanson,1836
Alastair Chisholm,1837
Joseph Choma,1838
Philip Wilkinson,1839
Ian Sidaway,1840
Carl Chinn,1841
Giles Andrae,1842
M. Christina Butler,1843
Kate DiCamillo,1844
Ami Shin,1845
Anna Brett,1846
Desmon Morris,1847
Lou Reed,1848
Daniel Lipkowitz,1849
Ashot Gazazian,1850
Henry Brighton,1851
Harriet Brundle,1852
Mark Linley,1853
Andrew May,1854
Paul Thurlby,1855
Christine Baily,1856
Martin Jenkins,1857
Dougal Dixon,1858
Pierre Dukan,1859
George Kuman,1860
Svetlana Alexievich,1861
Irving Stone,1862
Geraldine Mccaughrean,1863
Frances Burnett,1864
Jay Asher,1865
Michael Frye,1866
Christian Dubrau,1867
Kevin Kwan,1868
Brian Robb,1869
Steve Wide,1870
Scott Snyder,1871
Jose Molina,1872
Cally Blackman,1873
Richard Bach,1874
George R. R. Martin,1875
Mark Irving,1876
David Attenborough,1877
Jay Calderin,1878
Alex Ferguson,1879
Jeanine Cummins,1880
David Mitchell,1881
Giles Andreae,1882
Anush Sargsyan,1883
Paris Herouni,1884
Vardan Petoyan,1885
George Soros,1886
Shoshana Stopek,1887
Jean-Luc Godard,1888
John C. Maxwell,1889
Celeste Ng,1890
Gregory David Roberts,1891
Maya Angelou,1892
Izzi Howell,1893
Peter Marshall,1894
Terence Conran,1895
Thomas Kennelly,1896
Candace Bushnell,1897
Frances Ambler,1898
Neil Irwin,1899
Des Conway,1900
Natalie Jenner,1901
Tana French,1902
Jordan Belfort,1903
Stephen Bloomfield,1904
Gottfried Leibniz,1905
Inga Movsisyan,1906
Hrachuhi Arakelyan,1907
Vahe Ghukasyan,1908
Harutyun Mangoyan,1909
Aram Alaverdyan,1910
Hayk Sirunyan,1911
Vahan Ter-Ghazaryan,1912
Mehdi Azaryazdi,1913
Garegin Miskaryan,1914
Karen Antashyan,1915
Margar Melkonyan,1916
Lusine Manasyan,1917
Vahan Totovents,1918
Liz Pichon,1919
Mickey Daughtry,1920
Sean Adams,1921
Jacques Ranciere,1922
Mieville China,1923
Madeline Puckette,1924
Arman Khachatryan,1925
Debra Benton,1926
Daniel Ji,1927
Er Kar,1928
Domenic de Gasquet,1929
Armen Grigoryan,1930
Alain Carr,1931
Jurgen Habermas,1932
Robert Amirkhanyan,1933
Anna Khachatryan-Amirkhanyan,1934
Gevorg Ter-Gabrielyan,1935
Fariba Waffles,1936
Vera Galatskaya,1937
Edgar Kostandyan,1938
Nikolay Hovhannisyan,1939
Carole Taylor,1940
Eduard Danielyan,1941
Fred Leeman,1942
Scott Lynch,1943
Marco Casamonti,1944
Michel Onfre,1945
Ara Guler,1946
Somerset Maugham,1947
Stephen Levitt,1948
Ashley Vance,1949
Boris Levik,1950
David A. Hovhannisyan,1951
Paul Kalanithi,1952
Maye Musk,1953
Michel de Montaigne,1954
Chiara Covolan,1955
Sergey Matveev,1956
Joseph Campbell,1957
Howard Behar,1958
Erwin Schrodinger,1959
Richard Nisbett,1960
Daniel Pink,1961
Mikhail Zygar,1962
Steve Blank,1963
Rick Riordan,1964
Luca Caioli,1965
Elisa Shua Dusapin,1966
Gohril Gabrielsen,1967
Ժերար Դը Ներվալ,1968
Karen Balyan,1969
Liana Hovsepyan,1970
Mikhail Khazin,1971
Maya G. Leonard,1972
Elena Pisareva,1973
Katie Danes,1974
Rob Lloyd Jones,1975
Jane Chisholm,1976
Benjamin Wood,1977
Elizabeth Strout,1978
Sarah Perry,1979
Helen Klein Ross,1980
Lily King,1981
Kitami Masao,1982
Xenophon,1983
Jacob Sprenger,1984
Jeffrey Eugenides,1985
Naomi Alderman,1986
Robert Greysmith,1987
Edik Poghosyan,1988
Armen K. Sargsyan,1989
Marianna Danielyan,1990
Taner Akcam,1991
Simon Sinek,1992
Agathangeghos,1993
Nshan Abasyan,1994
David Mkr-Sargsyan,1995
Atom Vardumyan,1996
Egor Sergiev,1997
Francois Place,1998
Michael Morpurgo,1999
Vahram Balayan,2000
Marietta Karapetyan,2001
Robin Collingwood,2002
Antoine Francois Prйvost,2003
Umnaya Bumaga,2004
Richard Hovhannisyan,2005
Paruyr Hayrikyan,2006
Argam Ayvazyan,2007
Armen A.,2008
Shushan Avagyan,2009
Naira Hambartsumyan,2010
Harry Grieg,2011
Zhirayr Avetisyan,2012
Ruzanna Aristakesyan,2013
Azat Shahinyan,2014
Թաթուլ Կրպեյան,2015
Albert Stepanyan,2016
Sylva Portoian,2017
Lilit Shakaryan,2018
Monte Melkonyan,2019
Alvard Jivanyan,2020
Harut Kostandyan,2021
Jacob Mndzuri,2022
Pascal Maguesyan,2023
Vahan Hovivian,2024
Cengiz Aktar,2025
Karo Polatyan,2026
Stepan Topchyan,2027
Lusine Yeghyan,2028
Vardan Grigoryan,2029
Vardapet Komitas,2030
Paolo Giordano,2031
Levon Rukhkyan,2032
Stepan Zoryan,2033
Bela Yesajanyan,2034
Mariam Karapetyan,2035
Jorg Schneider,2036
Frederick Forsyth,2037
Eben Alexander,2038
Chi-Yuan Chen,2039
Walter Tevis,2040
Jean-Paul Sartre,2041
Jared Diamond,2042
Matthew Lewis,2043
Daphne du Maurier,2044
Truman Capote,2045
Jean-Christophe Grange,2046
Henri Bergson,2047
Kate Andersen Brower,2048
Richard Koch,2049
Harvey Steve,2050
Guillaume Musso,2051
Sara Gio,2052
Anna Burns,2053
Sergey Eisenstein,2054
Jerome Salinger,2055
Brian Bendis,2056
William Gibson,2057
Maxim Batyrev,2058
Lucy Worsley,2059
Ursula Le Guin,2060
Charlotte Cho,2061
Anne Patchett,2062
Jennine Cummins,2063
Ann Ruaye,2064
Frank Baum,2065
Inessa Manukyan,2066
Narek Margaryan,2067
Patricia Gucci,2068
Russell Helen,2069
Mikhail Chekhov,2070
Fenimore Cooper,2071
Philip Hook,2072
Vasily Fedienko,2073
Smbat Gyurjyan,2074
Marianna Hakobyan,2075
Andre Michaud,2076
Charlie Chaplin,2077
Sergo Yeritsyan,2078
Mona Kasten,2079
Evgeny Chernyak,2080
Irina Khakamada,2081
Jeff Sutherland,2082
John Marrs,2083
Martin Luther King,2084
Georges Perec,2085
Sojourner Truth,2086
Abhijit V. Banerjee,2087
Caroline de Maigret,2088
Brock Yates,2089
Jamie Oliver,2090
Ram Charan,2091
Lao Tze,2092
Robert M Sapolsky,2093
Dalai Lama,2094
Emma Straub,2095
Liane Moriarty,2096
Michael Ondaatje,2097
Edward de Bono,2098
Giovanni Boccaccio,2099
Leonard Mlodinow,2100
Mireille Guiliano,2101
Banksy,2102
Benjamin Moser,2103
Florence Kahn,2104
Charlie Croker,2105
Rachel Clarke,2106
Mary Higgins Clark,2107
David Lynch,2108
Daniel Falconer,2109
Anatoliy Rybakov,2110
Winston Groom,2111
Chuck Palahniuk,2112
Sergey Yesenin,2113
Vitaly Kalgin,2114
Chas Newkey-Burden,2115
Stan Lee,2116
Gillian Barrow,2117
Natalia Pokatilova,2118
Vitaliy Gibert,2119
Clifford Gritz,2120
Kenneth Graham,2121
Arthur Miller,2122
Dmitry Smirnov,2123
Andy Maryfield,2124
Carlos Fuentes,2125
Eva Ibbotson,2126
Juulian Stallabrasse,2127
Napoleon Hill,2128
Lyubov Vaitkene,2129
Stace Kramer,2130
Victor Porotnikov,2131
Pablo Neruda,2132
Bill Bryson,2133
Louisa May Alcott,2134
Fred Vogelstein,2135
Ekaterina Andreeva,2136
Aleksandr Sharov,2137
Andy Warhol,2138
Walter Feilchenfeldt,2139
Erlend Loe,2140
Boris Groys,2141
Alice Munro,2142
Gordon Kerr,2143
Vickie Hugo,2144
Sharon Rotbard,2145
Manolo Blahnik,2146
Olga Korneeva,2147
Cherry Georgia,2148
Sato Hisao,2149
Phil Knight,2150
Jerry Levitan,2151
Ekaterina Degot,2152
Ali Smith,2153
Stephen Law,2154
Claire North,2155
Aleksandr Rodchenko,2156
Martin Mittelmayer,2157
Elsa Beskov,2158
Emily Stead,2159
Dori Ashton,2160
Susan Sontag,2161
Pelham Grenville Wodehouse,2162
Olivia Lang,2163
Oksana Robsky,2164
Kraft Gretchen,2165
Jacqueline Winspier,2166
Patti Smith,2167
Dashill Hammett,2168
Darrell Reese,2169
William Blatty,2170
Didier Van Covelart,2171
Bella Akhmadulina,2172
James Doyle,2173
Gustave LeBon,2174
Musaddak Jameel Al-Habeeb,2175
Ekaterina Ioltuhovskaya,2176
Francois Lelord,2177
Bulat Okudzhava,2178
Vladimir Kunin,2179
Harper Lee,2180
Selma Lagerlof,2181
Svetlana Mirnova,2182
Dall-Young Lim,2183
Arthur Rimbaud,2184
Alberto Moravia,2185
Lee Myung-jin,2186
Laszlo Moholy-Nagy,2187
Elisabeth Osbrink,2188
Rosalind Krauss,2189
Joanna Besford,2190
Jose Saramago,2191
Noam Chomsky,2192
Morris Desmond,2193
Pietro Dini,2194
Heinrich Kramer,2195
Tom Hopkins,2196
Jean-Michel Genassia,2197
James Tynion,2198
John Szwed,2199
Auguste Rodin,2200
Ira Levin,2201
Herron & Murray,2202
Eliq Maranik,2203
Richard Merritt,2204
Marion Kaminski,2205
Margarita Tupitsina,2206
Mary Davis,2207
Connet Goldsmith,2208
Boris Zakhoder,2209
Vladimir Suteev,2210
Dmitry Koshevar,2211
Wilhelm Grimm,2212
Agniya Barto​,2213
Jack Schwager,2214
Hubert Selby,2215
Joseph McElroy,2216
Charles Wheelan,2217
Victor Astafiev,2218
Charles Harrison,2219
Ian Dodson,2220
Bernard Marr,2221
Edwin Burton,2222
Kent Baker,2223
Michael Pompian,2224
Phil Barden,2225
R.J. Andrews,2226
Guy Harris,2227
Nick Willoughby,2228
Jeanette McMurtry,2229
Jeffrey Gitomer,2230
Penelope Arlon,2231
Mario Herrera,2232
Harry Shurdel,2233
Marco Polo,2234
Armen Ohanyan,2235
Liz Climo,2236
Adam Bryant,2237
Margaret Thatcher,2238
Matt Ridley,2239
Robin Berman,2240
Mark Daniels,2241
Michael Petry,2242
Brian Dilg,2243
Tim Cornbill,2244
Lewis Blackwell,2245
Daniel Coyle,2246
Richard Gunderman,2247
Hermes House,2248
Rebecca Smethurst,2249
Simon Brew,2250
Ana Seixas,2251
Steve Smith,2252
Chuck Crisafulli,2253
Caroline Gray,2254
Brendan Deneen,2255
Andy Weir,2256
Tanya Nagar,2257
Andrew Sean Greer,2258
Catherine Kluger,2259
Daniel Smith,2260
Mark Brinkley,2261
Caroline Clifton-Mogg,2262
Christopher Catherwood,2263
Oleg Yawein,2264
Matt Fraction,2265
Brian Michael Bendis,2266
David Conway,2267
Anja Forsnor,2268
Evelina Daciute,2269
Kate Pankhurst,2270
Louisa Thomsen Brits,2271
Robert Burns,2272
Karen Haller,2273
Igloo Books,2274
Fabien Nury,2275
