order_id,customer_id,order_date,subtotal,shipping,total
880,699,2023-03-24,9200.0,779,9979.0
1313,1855,2022-12-14,12400.0,1876,14276.0
1408,155,2023-05-29,23200.0,636,23836.0
1974,1862,2023-09-30,17400.0,1090,18490.0
1706,235,2023-08-24,3800.0,870,4670.0
518,2364,2022-12-28,25800.0,986,26786.0
1653,544,2023-08-06,4800.0,834,5634.0
1121,1769,2022-06-30,18790.0,726,19516.0
827,894,2022-04-02,8100.0,894,8994.0
2931,457,2023-04-17,7950.0,513,8463.0
374,0,2022-01-06,16000.0,930,16930.0
679,241,2022-08-29,17100.0,1267,18367.0
2748,1107,2023-10-19,14000.0,985,14985.0
2051,1059,2022-03-16,1800.0,1390,3190.0
1,1088,2023-05-19,23780.0,689,24469.0
2926,2065,2023-02-28,5300.0,985,6285.0
3100,143,2022-11-06,38800.0,1946,40746.0
1507,1712,2023-10-25,9200.0,1136,10336.0
3176,909,2023-02-13,56250.0,1003,57253.0
3167,2160,2022-11-22,23100.0,1383,24483.0
551,1276,2023-10-01,24000.0,904,24904.0
3143,155,2022-10-23,55800.0,812,56612.0
2508,890,2022-06-11,7350.0,1673,9023.0
1543,2281,2023-05-29,13500.0,1286,14786.0
768,854,2023-09-13,10250.0,1643,11893.0
1102,1100,2023-04-25,3800.0,1346,5146.0
2431,2300,2022-07-17,69000.0,1975,70975.0
2521,2258,2023-08-18,9900.0,1697,11597.0
617,2042,2022-08-04,6600.0,1427,8027.0
3011,1533,2023-06-03,3600.0,1164,4764.0
3801,1371,2022-08-10,9400.0,1546,10946.0
3106,703,2023-02-19,20500.0,1618,22118.0
1112,1351,2023-02-12,8835.0,1482,10317.0
2934,903,2022-03-01,30666.666666666668,544,31210.666666666668
2141,180,2023-09-20,9600.0,1729,11329.0
2524,370,2022-01-22,4500.0,798,5298.0
1152,187,2022-11-10,13500.0,1136,14636.0
19,1689,2022-12-29,89075.0,1534,90609.0
1951,178,2023-02-09,22575.0,1161,23736.0
1200,663,2023-01-04,4200.0,991,5191.0
1406,1883,2023-02-21,17000.0,1647,18647.0
1886,1109,2023-02-01,5850.0,540,6390.0
3332,298,2023-04-26,16350.0,1733,18083.0
1575,697,2023-09-06,24300.0,712,25012.0
3301,1203,2022-07-28,5500.0,628,6128.0
2064,1136,2023-01-12,23200.0,1303,24503.0
366,1737,2023-10-03,18500.0,645,19145.0
2909,1816,2022-02-03,48600.0,1256,49856.0
1044,725,2022-04-01,38250.0,982,39232.0
1596,939,2022-08-10,15300.0,642,15942.0
2682,1134,2023-03-27,27400.0,847,28247.0
464,2389,2022-07-06,8490.0,1468,9958.0
2458,674,2022-08-22,6500.0,913,7413.0
384,531,2023-01-23,50700.0,1859,52559.0
3189,405,2023-04-11,28380.0,1692,30072.0
1269,2388,2022-10-21,15000.0,1222,16222.0
3849,2251,2023-01-15,6200.0,1932,8132.0
559,1299,2022-05-26,11600.0,1050,12650.0
1636,1955,2022-08-10,8700.0,924,9624.0
1431,1935,2022-08-03,27466.666666666668,1399,28865.666666666668
2885,813,2022-04-14,17250.0,776,18026.0
3316,726,2023-03-28,32750.0,1192,33942.0
2699,256,2022-08-28,25532.5,774,26306.5
1348,1806,2023-06-28,5800.0,1408,7208.0
465,1565,2022-05-30,31900.0,1854,33754.0
214,299,2022-03-16,5800.0,1117,6917.0
2974,1889,2022-02-17,7500.0,1347,8847.0
2889,1123,2023-02-19,10200.0,879,11079.0
568,1579,2023-04-09,207600.0,1755,209355.0
102,1147,2022-12-13,12200.0,973,13173.0
844,2262,2023-05-07,17053.333333333332,532,17585.333333333332
1212,2029,2022-12-09,29800.0,1940,31740.0
815,311,2022-06-25,11700.0,564,12264.0
408,676,2023-10-28,14700.0,769,15469.0
2469,1208,2023-04-03,2400.0,1189,3589.0
201,1426,2022-08-24,20400.0,1600,22000.0
68,1467,2023-08-04,11700.0,946,12646.0
1090,1900,2022-10-24,9900.0,799,10699.0
1226,2336,2023-06-24,23800.0,1082,24882.0
1495,870,2022-07-07,78900.0,1702,80602.0
975,306,2023-06-21,2000.0,932,2932.0
1964,1727,2023-06-18,44200.0,1157,45357.0
2444,1118,2022-03-17,10470.0,907,11377.0
3053,54,2023-05-28,13000.0,1583,14583.0
2906,2068,2022-07-06,12600.0,1650,14250.0
1324,1675,2023-05-17,40000.0,1423,41423.0
1697,314,2022-04-23,8925.0,1241,10166.0
2155,989,2023-01-02,31200.0,1434,32634.0
1443,401,2023-09-20,50700.0,1018,51718.0
1700,1997,2023-10-06,7400.0,729,8129.0
733,477,2022-05-03,4500.0,1475,5975.0
3568,1145,2022-03-18,45000.0,1327,46327.0
237,2179,2023-03-10,31410.0,1937,33347.0
1544,2497,2022-04-26,10800.0,1915,12715.0
609,2341,2022-12-01,7800.0,1154,8954.0
1164,275,2022-08-01,53166.66666666667,1412,54578.66666666667
2532,1936,2022-02-07,14200.0,1321,15521.0
745,517,2023-10-05,16980.0,1168,18148.0
2232,228,2022-09-01,22200.0,1797,23997.0
2700,2140,2023-08-16,81500.0,1012,82512.0
3576,2307,2022-11-18,6200.0,1582,7782.0
3510,764,2022-03-15,16200.0,1937,18137.0
3061,1596,2023-10-17,19400.0,1385,20785.0
927,2488,2023-04-11,25500.0,902,26402.0
3842,1840,2022-08-08,11400.0,1373,12773.0
1609,1295,2023-03-06,4980.0,506,5486.0
2428,973,2023-09-15,23600.0,1393,24993.0
3770,2330,2022-04-20,3200.0,1115,4315.0
3834,46,2022-10-08,9200.0,1009,10209.0
1874,1642,2023-09-25,26800.0,1991,28791.0
3206,2338,2023-08-25,9800.0,1195,10995.0
2210,2051,2023-07-22,22200.0,1090,23290.0
2597,1514,2022-06-07,6600.0,864,7464.0
589,2442,2023-06-07,43800.0,955,44755.0
3386,2499,2023-03-14,14400.0,1074,15474.0
3186,1823,2022-01-02,2300.0,1460,3760.0
1998,86,2022-08-29,15700.0,1025,16725.0
1252,2326,2022-07-15,26400.0,1572,27972.0
1822,413,2022-11-07,1500.0,1558,3058.0
3794,881,2023-08-21,31160.0,1425,32585.0
1846,555,2022-01-15,39800.0,1839,41639.0
90,2266,2022-11-12,24250.0,1929,26179.0
3511,1253,2023-06-13,8000.0,1656,9656.0
1897,80,2022-06-12,94750.0,1244,95994.0
3183,2081,2023-10-03,3900.0,1693,5593.0
958,2492,2022-01-18,25200.0,1025,26225.0
186,206,2023-07-19,12600.0,549,13149.0
305,1751,2023-01-02,5000.0,1235,6235.0
2499,2338,2022-01-15,51900.0,771,52671.0
478,563,2022-09-11,28666.666666666668,549,29215.666666666668
3328,350,2023-05-02,5000.0,1262,6262.0
683,1729,2023-10-08,14400.0,802,15202.0
485,1176,2023-02-26,1800.0,1405,3205.0
2312,789,2022-09-01,17200.0,1411,18611.0
1625,1945,2023-06-03,11400.0,1868,13268.0
1670,2457,2023-03-21,26180.0,1526,27706.0
3841,2143,2022-10-05,13800.0,717,14517.0
1819,111,2022-10-17,8100.0,1444,9544.0
1145,2499,2022-06-15,9300.0,1977,11277.0
1192,1360,2022-12-31,56233.33333333333,1633,57866.33333333333
1919,90,2023-08-13,20970.0,1700,22670.0
3228,684,2022-11-07,30000.0,1483,31483.0
2525,1988,2023-04-01,21875.0,1751,23626.0
2306,1350,2023-08-09,18300.0,1077,19377.0
1360,1115,2022-04-14,16700.0,794,17494.0
1509,2372,2023-06-03,13800.0,734,14534.0
977,549,2022-08-29,8500.0,881,9381.0
3657,1994,2022-08-08,6950.0,1263,8213.0
1182,2171,2022-06-14,5990.0,1132,7122.0
3051,180,2023-05-25,9100.0,800,9900.0
945,925,2022-06-18,29750.0,1677,31427.0
2267,274,2022-05-08,6300.0,847,7147.0
1092,588,2022-02-11,2600.0,1134,3734.0
788,1559,2023-04-18,30333.333333333336,1600,31933.333333333336
2771,461,2022-12-27,4400.0,1884,6284.0
2673,403,2023-04-14,1000.0,941,1941.0
1599,294,2022-09-06,41166.66666666667,1369,42535.66666666667
1069,1778,2022-09-17,19600.0,1848,21448.0
513,1114,2022-03-16,26000.0,1338,27338.0
930,824,2023-03-26,10000.0,1831,11831.0
3680,2421,2023-03-24,16600.0,667,17267.0
1471,1119,2023-05-03,30133.33333333333,1503,31636.33333333333
3467,1615,2023-10-02,30000.0,1839,31839.0
980,2226,2023-08-24,9800.0,745,10545.0
2874,117,2022-02-02,7500.0,1291,8791.0
532,866,2022-09-21,12400.0,1392,13792.0
2695,558,2023-10-16,34200.0,1285,35485.0
953,784,2022-08-25,7200.0,1881,9081.0
3812,2428,2023-08-12,24400.0,1442,25842.0
3662,30,2023-01-16,8700.0,1367,10067.0
2226,466,2022-08-26,7200.0,1128,8328.0
3515,290,2022-06-09,4200.0,693,4893.0
582,1332,2023-10-12,59100.0,1637,60737.0
1223,102,2023-08-03,18500.0,1616,20116.0
619,1241,2022-09-19,11200.0,1992,13192.0
818,1379,2023-05-15,21666.666666666664,1640,23306.666666666664
2492,877,2023-01-14,6980.0,1258,8238.0
1233,2045,2022-07-10,27800.0,1665,29465.0
775,1159,2022-11-04,10653.333333333334,1056,11709.333333333334
3326,1542,2022-01-02,21000.0,589,21589.0
3230,1757,2022-07-28,1400.0,1732,3132.0
2423,866,2023-04-30,54200.0,1388,55588.0
2849,125,2022-08-23,33000.0,874,33874.0
39,1411,2023-09-27,7200.0,1220,8420.0
1989,2459,2022-06-08,38400.0,1170,39570.0
2542,1023,2022-07-20,21900.0,1315,23215.0
3371,2452,2023-06-19,16166.666666666668,1571,17737.666666666668
913,570,2023-03-15,33600.0,1161,34761.0
3600,83,2022-12-06,19600.0,1125,20725.0
1542,469,2022-01-30,36800.0,1056,37856.0
1956,1149,2022-03-08,10800.0,1950,12750.0
1241,1134,2023-06-17,19500.0,670,20170.0
3440,1903,2023-10-21,8700.0,696,9396.0
3102,1789,2022-08-11,11800.0,1413,13213.0
3074,1786,2022-03-22,4400.0,610,5010.0
2710,791,2023-05-11,16500.0,1904,18404.0
2779,978,2022-03-28,1400.0,509,1909.0
2092,1558,2023-06-23,65180.0,1604,66784.0
47,1588,2022-07-24,11100.0,1568,12668.0
2418,219,2023-09-16,4100.0,568,4668.0
3689,1343,2023-05-02,21750.0,1876,23626.0
2320,2107,2023-09-22,16500.0,971,17471.0
3611,1291,2023-01-21,16500.0,704,17204.0
3573,2297,2022-03-19,23100.0,1041,24141.0
1374,1345,2022-03-05,21600.0,601,22201.0
3221,1280,2023-07-02,27735.0,1782,29517.0
840,359,2023-01-05,22500.0,1771,24271.0
2404,2311,2023-08-21,25433.333333333336,1773,27206.333333333336
2313,1290,2022-04-03,40200.0,1198,41398.0
270,511,2023-08-08,20250.0,1096,21346.0
915,915,2022-09-01,3400.0,1021,4421.0
3166,1833,2023-05-18,65600.0,1455,67055.0
1933,645,2022-12-16,9900.0,805,10705.0
2447,2208,2022-08-25,3700.0,1344,5044.0
3127,1973,2023-04-09,2000.0,559,2559.0
2686,2327,2023-02-15,18000.0,1815,19815.0
1541,350,2022-09-07,14100.0,1449,15549.0
3930,1961,2022-06-26,24600.0,1801,26401.0
2297,2236,2023-07-19,6100.0,624,6724.0
2693,1253,2023-01-15,9900.0,1698,11598.0
1527,625,2022-12-19,15300.0,1800,17100.0
784,114,2022-04-05,103000.0,1205,104205.0
1790,1745,2023-01-29,6200.0,1502,7702.0
1126,421,2022-03-30,18900.0,814,19714.0
3165,940,2023-02-03,26333.333333333336,620,26953.333333333336
1556,371,2023-08-27,17400.0,1857,19257.0
3919,78,2022-09-16,13200.0,1740,14940.0
1935,299,2023-06-19,37900.0,1936,39836.0
2000,1489,2022-10-06,9000.0,1158,10158.0
1852,2174,2023-10-08,30300.0,690,30990.0
2798,239,2023-09-11,48600.0,1972,50572.0
2348,118,2022-04-01,5000.0,1533,6533.0
202,1180,2022-08-13,8000.0,1521,9521.0
2562,2010,2023-02-12,30000.0,1138,31138.0
898,435,2023-06-27,15300.0,1459,16759.0
1867,1048,2023-02-16,74180.0,1665,75845.0
311,2008,2023-04-25,25400.0,689,26089.0
1060,1321,2023-07-05,22400.0,1273,23673.0
1994,1103,2023-01-11,28166.666666666664,1960,30126.666666666664
1004,856,2022-09-01,14700.0,772,15472.0
48,270,2022-03-28,15900.0,1381,17281.0
1675,1549,2022-12-13,2400.0,1241,3641.0
95,795,2022-03-10,21900.0,901,22801.0
1531,1748,2023-06-30,25600.0,1100,26700.0
1760,302,2022-02-07,28833.333333333336,1288,30121.333333333336
492,1478,2023-03-04,4000.0,1143,5143.0
3413,2022,2023-10-20,20600.0,1427,22027.0
3293,1798,2023-04-05,17750.0,768,18518.0
1068,103,2022-09-05,8760.0,1322,10082.0
738,2420,2023-07-07,11200.0,1436,12636.0
786,573,2023-08-08,7900.0,1188,9088.0
2716,258,2022-06-03,11400.0,1116,12516.0
542,933,2022-10-29,20000.0,1469,21469.0
163,1265,2022-01-23,4200.0,1468,5668.0
4,2284,2022-05-21,9885.0,1659,11544.0
2529,1145,2023-05-31,13600.0,922,14522.0
312,1746,2022-05-04,4200.0,1969,6169.0
534,145,2023-05-16,3600.0,1087,4687.0
3572,1823,2022-08-05,3300.0,1602,4902.0
1569,1118,2023-02-04,33600.0,1306,34906.0
2675,1039,2023-07-24,21600.0,1864,23464.0
997,1025,2022-10-18,23333.333333333336,1474,24807.333333333336
1815,477,2022-07-20,38943.33333333333,1423,40366.33333333333
1135,253,2023-07-17,31500.0,1594,33094.0
2717,1826,2022-08-06,17800.0,873,18673.0
2632,1922,2022-05-23,12600.0,1179,13779.0
1524,1537,2023-05-02,7400.0,910,8310.0
3963,1891,2022-07-03,14100.0,1519,15619.0
2078,997,2022-03-06,6750.0,1755,8505.0
132,422,2022-11-16,8200.0,1107,9307.0
1033,733,2022-01-18,2400.0,1494,3894.0
26,2181,2022-10-01,20800.0,1659,22459.0
822,796,2023-09-21,29800.0,1140,30940.0
3549,2354,2022-10-24,11400.0,845,12245.0
434,1852,2022-03-10,17000.0,1561,18561.0
3374,938,2023-03-29,87900.0,894,88794.0
3503,1667,2023-05-04,24400.0,640,25040.0
2678,1407,2022-12-09,22500.0,1876,24376.0
1889,1052,2022-07-16,23500.0,1045,24545.0
1877,464,2022-06-17,35850.0,1832,37682.0
1589,1852,2022-06-01,18750.0,1676,20426.0
467,507,2023-07-13,2500.0,1816,4316.0
1545,1930,2023-06-09,5100.0,914,6014.0
802,1929,2022-09-05,29400.0,636,30036.0
1014,2187,2023-10-09,7200.0,796,7996.0
516,2478,2022-10-30,44250.0,531,44781.0
213,2240,2022-10-14,7500.0,1938,9438.0
1593,931,2022-12-07,6600.0,1189,7789.0
569,1612,2022-07-19,26400.0,709,27109.0
2432,381,2023-02-18,18900.0,1676,20576.0
985,2400,2023-02-20,33600.0,1840,35440.0
3306,1968,2022-12-01,11200.0,1725,12925.0
3617,1585,2022-08-27,7600.0,1467,9067.0
1728,1890,2023-01-30,21600.0,1395,22995.0
1292,1560,2022-06-14,16200.0,809,17009.0
2308,479,2022-05-17,9600.0,713,10313.0
1287,1219,2022-05-02,7000.0,1023,8023.0
1234,1549,2022-07-23,11700.0,1095,12795.0
3281,417,2022-07-09,35600.0,1865,37465.0
3514,1304,2022-05-09,6600.0,1433,8033.0
2400,940,2022-01-04,5700.0,984,6684.0
3512,1951,2022-02-08,18600.0,960,19560.0
2703,1766,2023-07-05,27500.0,1009,28509.0
3213,1442,2023-06-01,36166.66666666667,890,37056.66666666667
3906,1896,2023-09-08,31750.0,1834,33584.0
2554,2099,2022-07-07,45000.0,1974,46974.0
287,773,2023-10-16,16600.0,1889,18489.0
3660,702,2022-10-20,26600.0,1385,27985.0
3266,2422,2023-04-09,19425.0,1541,20966.0
1198,2271,2023-09-04,8100.0,1482,9582.0
698,2288,2022-01-04,23750.0,1429,25179.0
1673,1254,2022-08-01,29066.666666666668,676,29742.666666666668
3135,568,2022-09-12,67600.0,741,68341.0
983,1561,2022-09-07,12600.0,925,13525.0
420,290,2022-10-30,44800.0,526,45326.0
1664,481,2022-03-27,56500.0,1073,57573.0
3890,1406,2022-01-19,12150.0,1856,14006.0
2684,1138,2022-08-02,7200.0,1621,8821.0
3089,2311,2022-08-13,5600.0,1990,7590.0
1357,349,2023-04-14,16200.0,1403,17603.0
3838,974,2022-12-10,28600.0,954,29554.0
3233,157,2023-09-22,15190.0,798,15988.0
1934,855,2022-02-04,11700.0,1053,12753.0
673,849,2023-05-14,32200.0,1972,34172.0
2402,464,2022-06-06,4800.0,899,5699.0
501,910,2023-10-26,12800.0,695,13495.0
1883,1477,2023-05-25,16470.0,1645,18115.0
2486,1598,2022-07-19,60250.0,1033,61283.0
2892,2187,2022-03-04,25166.666666666664,1995,27161.666666666664
1050,193,2022-07-21,8200.0,989,9189.0
740,2487,2023-03-15,14000.0,1484,15484.0
3488,1951,2022-09-05,4000.0,1545,5545.0
3879,2350,2023-01-04,33500.0,1407,34907.0
524,177,2022-10-31,44100.0,1260,45360.0
2645,1529,2022-06-01,2200.0,1921,4121.0
1743,1332,2022-06-02,9200.0,640,9840.0
1518,1715,2023-06-04,700.0,1804,2504.0
3948,2285,2022-11-05,37800.0,650,38450.0
508,1275,2022-10-09,47833.33333333333,511,48344.33333333333
398,2115,2023-08-11,9450.0,1852,11302.0
187,646,2023-02-20,32750.0,892,33642.0
2666,503,2022-06-18,22600.0,568,23168.0
1455,1166,2023-09-17,4800.0,1314,6114.0
3294,786,2022-09-26,22900.0,666,23566.0
2509,579,2023-06-13,12300.0,1846,14146.0
643,1141,2023-02-05,8000.0,1304,9304.0
579,1919,2022-01-11,2100.0,1035,3135.0
1724,684,2022-09-19,89700.0,1940,91640.0
1816,1423,2023-07-04,22400.0,953,23353.0
262,1626,2022-02-15,14700.0,1259,15959.0
2800,950,2022-08-27,9000.0,1595,10595.0
1875,1705,2023-05-01,24300.0,1119,25419.0
1930,2312,2023-10-09,11700.0,1517,13217.0
1800,1189,2022-08-09,24600.0,1257,25857.0
3825,2062,2023-07-12,31000.0,1489,32489.0
3830,1048,2022-12-16,23775.0,1614,25389.0
3892,1358,2022-10-24,39800.0,1313,41113.0
2734,2166,2022-05-05,23400.0,510,23910.0
2567,1253,2022-02-10,2600.0,1295,3895.0
1764,370,2023-07-25,31800.0,1343,33143.0
441,1246,2022-07-20,34800.0,1125,35925.0
2880,845,2023-03-21,38100.0,850,38950.0
3114,2169,2022-11-22,17400.0,1342,18742.0
2570,1547,2023-09-10,3200.0,820,4020.0
2854,488,2022-01-06,3800.0,561,4361.0
3882,1989,2023-03-04,22000.0,1473,23473.0
1758,1441,2022-05-28,1700.0,1774,3474.0
2841,471,2022-05-25,59973.333333333336,699,60672.333333333336
1391,1698,2022-06-06,11000.0,809,11809.0
1412,1358,2023-04-20,91440.0,1553,92993.0
3358,919,2022-07-28,23700.0,723,24423.0
2531,498,2023-08-25,18600.0,528,19128.0
2052,774,2023-04-14,11385.0,1421,12806.0
879,274,2022-05-29,4200.0,1583,5783.0
3541,1702,2022-04-13,9500.0,1389,10889.0
839,1426,2022-08-30,15000.0,1164,16164.0
448,78,2023-04-22,20550.0,1624,22174.0
1516,1340,2022-02-21,7000.0,722,7722.0
1316,1105,2023-05-23,18666.666666666668,1221,19887.666666666668
3356,1053,2023-09-26,13600.0,1225,14825.0
2474,2390,2023-02-18,56587.5,1298,57885.5
63,675,2022-07-03,4400.0,741,5141.0
2004,1800,2022-04-19,15000.0,928,15928.0
3300,1982,2022-03-31,75250.0,1450,76700.0
3142,542,2023-06-26,21900.0,1695,23595.0
2540,1592,2022-03-13,5400.0,1875,7275.0
2758,254,2023-07-21,21500.0,1189,22689.0
637,1800,2023-09-13,39250.0,1646,40896.0
146,2335,2023-04-11,3000.0,1145,4145.0
362,1492,2023-07-18,9000.0,1468,10468.0
2981,2270,2023-09-19,41400.0,578,41978.0
2949,1244,2023-03-12,3700.0,752,4452.0
395,228,2023-10-13,147200.0,547,147747.0
2901,1554,2023-02-16,27200.0,877,28077.0
671,809,2023-09-07,13400.0,1457,14857.0
1208,612,2022-09-08,32975.0,806,33781.0
3192,1515,2023-05-07,3600.0,1750,5350.0
573,436,2022-10-14,1400.0,1668,3068.0
1414,439,2022-09-02,24800.0,788,25588.0
1204,886,2022-05-01,4800.0,1696,6496.0
2548,1568,2022-10-26,2950.0,578,3528.0
2006,1261,2022-10-22,27225.0,1522,28747.0
3431,2142,2022-03-30,20700.0,693,21393.0
2526,1805,2022-11-14,29250.0,1534,30784.0
2240,1114,2023-10-07,12600.0,675,13275.0
1666,1976,2022-12-23,4300.0,765,5065.0
889,210,2023-04-17,13200.0,637,13837.0
3056,2061,2022-04-26,12600.0,933,13533.0
1742,762,2022-11-26,18975.0,885,19860.0
3751,728,2022-01-20,1900.0,1924,3824.0
3905,1244,2022-01-20,16600.0,1119,17719.0
2730,2417,2023-06-07,5800.0,1560,7360.0
348,84,2023-04-24,25250.0,1369,26619.0
3773,685,2022-08-30,6980.0,1700,8680.0
3422,794,2022-08-17,41333.33333333333,1205,42538.33333333333
2088,1750,2022-01-30,2400.0,1089,3489.0
1086,377,2023-07-29,10100.0,1316,11416.0
810,475,2022-12-29,9000.0,805,9805.0
2117,1133,2022-02-08,14550.0,1904,16454.0
1890,659,2023-09-23,15100.0,694,15794.0
2372,144,2023-02-16,5300.0,1149,6449.0
3070,1026,2022-06-27,16470.0,1659,18129.0
1837,893,2023-07-24,10600.0,1810,12410.0
2341,1504,2023-07-11,35500.0,771,36271.0
23,518,2023-09-07,24600.0,1432,26032.0
3098,17,2023-07-28,18900.0,934,19834.0
3933,486,2022-09-16,9900.0,1560,11460.0
231,1512,2023-05-24,8200.0,1570,9770.0
1446,276,2022-01-01,11400.0,1841,13241.0
3264,897,2022-08-09,14400.0,889,15289.0
3267,1617,2022-05-01,18800.0,1853,20653.0
3667,2124,2022-07-21,22800.0,934,23734.0
2670,2112,2023-06-14,7500.0,1999,9499.0
856,561,2022-11-26,7800.0,679,8479.0
2726,970,2023-06-07,13900.0,1064,14964.0
1048,1924,2022-04-29,12900.0,1297,14197.0
687,1051,2023-09-14,19833.33333333333,526,20359.33333333333
995,2389,2023-07-26,19200.0,1815,21015.0
3984,1361,2022-05-15,14100.0,1864,15964.0
1139,1124,2023-08-18,4300.0,1667,5967.0
3397,1860,2022-02-11,28600.0,1370,29970.0
674,1281,2022-07-25,7980.0,1742,9722.0
3539,980,2023-04-20,7100.0,1603,8703.0
1616,52,2022-10-16,13200.0,1368,14568.0
52,2447,2023-07-09,5000.0,999,5999.0
600,2444,2022-07-27,8550.0,1950,10500.0
3272,674,2023-07-12,12300.0,747,13047.0
440,163,2023-02-07,20780.0,1146,21926.0
1514,1076,2022-02-11,23750.0,956,24706.0
3077,1616,2023-02-02,4200.0,907,5107.0
2860,495,2022-09-06,33600.0,1687,35287.0
2557,132,2023-02-18,2100.0,712,2812.0
3249,2100,2022-10-14,19400.0,1351,20751.0
1306,493,2023-08-17,31400.0,718,32118.0
1109,189,2022-12-02,14400.0,1940,16340.0
2075,208,2022-08-24,14700.0,1016,15716.0
3551,1091,2022-08-10,2400.0,1562,3962.0
1196,2131,2023-03-24,5800.0,535,6335.0
2001,234,2022-11-24,10725.0,1854,12579.0
3485,801,2023-06-26,35466.66666666667,1167,36633.66666666667
3760,61,2023-10-27,2000.0,562,2562.0
3322,1361,2023-01-17,12375.0,1971,14346.0
830,1392,2022-11-29,18800.0,1814,20614.0
430,922,2023-08-14,79750.0,566,80316.0
2483,1651,2023-04-21,19800.0,1462,21262.0
1159,1694,2022-11-15,250.0,1109,1359.0
548,319,2023-10-12,28580.0,1370,29950.0
1444,2136,2022-11-06,25666.666666666664,1117,26783.666666666664
2770,2173,2022-01-05,28875.0,771,29646.0
1632,2390,2022-10-17,32800.0,1174,33974.0
3141,34,2023-01-16,16050.0,1823,17873.0
1647,1000,2022-09-23,6300.0,937,7237.0
209,2112,2023-06-24,17800.0,753,18553.0
836,1687,2022-12-05,6400.0,1078,7478.0
2679,1816,2023-03-28,9600.0,815,10415.0
3188,2121,2023-07-11,14400.0,1890,16290.0
3357,2008,2023-07-10,9300.0,1970,11270.0
1178,1762,2023-05-11,4500.0,1633,6133.0
2293,1889,2022-07-21,22500.0,546,23046.0
1170,1574,2022-08-20,25000.0,1094,26094.0
2747,2355,2022-01-05,9700.0,1560,11260.0
937,491,2022-09-07,7400.0,1550,8950.0
3676,1571,2022-03-19,11500.0,866,12366.0
1074,2465,2023-04-04,7900.0,712,8612.0
2156,1836,2022-08-13,21800.0,565,22365.0
3735,1873,2022-05-16,2200.0,928,3128.0
3653,2330,2022-06-29,43475.0,1339,44814.0
1166,1798,2022-10-31,20600.0,925,21525.0
1611,1570,2023-03-02,21250.0,1389,22639.0
3686,1320,2022-01-13,23750.0,735,24485.0
3027,1755,2023-07-10,33750.0,708,34458.0
1338,1355,2022-11-20,3200.0,1423,4623.0
3778,1767,2022-03-21,14550.0,1942,16492.0
854,309,2022-08-16,2100.0,627,2727.0
3788,1088,2023-09-20,39200.0,1315,40515.0
1876,2120,2022-07-06,18300.0,1286,19586.0
3696,1674,2022-11-09,11500.0,994,12494.0
3562,2047,2023-09-13,25800.0,1528,27328.0
3946,1135,2022-01-08,2500.0,966,3466.0
1969,480,2022-10-14,17600.0,1625,19225.0
2032,1830,2022-09-09,22800.0,738,23538.0
2273,2220,2022-01-01,8200.0,1903,10103.0
1105,2052,2022-01-05,12600.0,1844,14444.0
117,2239,2023-05-19,6400.0,793,7193.0
1227,2451,2022-01-13,15400.0,1389,16789.0
3729,1332,2022-02-01,1900.0,1238,3138.0
583,358,2023-07-29,53866.66666666666,557,54423.66666666666
2867,157,2023-02-02,1400.0,1099,2499.0
3042,1519,2023-09-03,27500.0,1745,29245.0
2243,1356,2022-10-24,33400.0,1305,34705.0
3912,2133,2022-12-29,3800.0,1427,5227.0
3870,1231,2022-07-09,29166.666666666668,995,30161.666666666668
741,756,2022-02-26,37000.0,1223,38223.0
1828,357,2023-04-03,1900.0,678,2578.0
469,696,2022-08-15,1100.0,1620,2720.0
2796,2413,2022-10-07,14700.0,1956,16656.0
3799,901,2023-06-06,4600.0,1731,6331.0
982,1144,2022-11-02,25500.0,1698,27198.0
2818,1171,2022-05-09,37800.0,1410,39210.0
1792,655,2022-03-11,18600.0,1082,19682.0
1441,2373,2022-10-15,28380.0,1531,29911.0
3432,1263,2023-04-21,41370.0,916,42286.0
2591,283,2023-02-06,16500.0,588,17088.0
2965,1411,2022-03-18,21000.0,1506,22506.0
2430,2045,2022-10-11,41000.0,661,41661.0
346,1160,2022-07-27,500.0,1792,2292.0
3673,1926,2022-10-27,5800.0,1723,7523.0
112,1964,2023-07-07,40933.333333333336,1708,42641.333333333336
2387,1525,2022-05-15,21000.0,1223,22223.0
2568,367,2022-11-30,11400.0,1599,12999.0
460,531,2023-06-11,7800.0,1983,9783.0
2660,1538,2022-10-29,22000.0,1529,23529.0
3388,2181,2023-08-15,4400.0,525,4925.0
416,187,2022-02-05,15000.0,1030,16030.0
1149,1824,2023-10-03,31033.33333333333,1724,32757.33333333333
2106,780,2022-07-20,15200.0,1852,17052.0
15,1427,2022-10-30,20250.0,998,21248.0
3871,2175,2022-02-01,21000.0,1778,22778.0
471,1033,2022-08-21,9600.0,1302,10902.0
2853,218,2023-07-02,21250.0,1023,22273.0
2460,462,2023-08-05,8666.666666666666,1080,9746.666666666666
3134,2016,2023-02-03,6600.0,1800,8400.0
3942,2227,2022-03-19,8100.0,1252,9352.0
2302,863,2022-04-25,12600.0,1200,13800.0
3916,1882,2023-04-28,4100.0,1573,5673.0
248,2003,2023-06-08,7600.0,1708,9308.0
3753,141,2022-06-16,5500.0,594,6094.0
1061,409,2022-07-30,8700.0,1628,10328.0
2543,767,2023-01-26,102402.0,1919,104321.0
1144,1150,2023-06-18,13500.0,633,14133.0
